q,p,v,l,timeOnRoad
0.4,0.1,12,5,3.6189626750733983
0.4,0.1,12,10,4.817778166296904
0.4,0.1,12,20,6.9255635451152395
0.4,0.1,12,40,9.900888296557172
0.4,0.1,12,80,13.900677003580945
0.4,0.2,3,5,3.890922803120188
0.4,0.2,3,10,5.80490681167897
0.4,0.2,3,20,9.2745823845063
0.4,0.2,3,40,16.532718128750975
0.4,0.2,3,80,31.020327945329836
0.4,0.2,6,5,3.8884020943729496
0.4,0.2,6,10,5.290849879255228
0.4,0.2,6,20,7.527984184980152
0.4,0.2,6,40,11.143533043373965
0.4,0.2,6,80,18.005094283677472
0.4,0.2,12,5,3.891298514765535
0.4,0.2,12,10,5.2912097811691
0.4,0.2,12,20,7.535815351963212
0.4,0.2,12,40,10.624423999420456
0.4,0.2,12,80,14.896135029199685
0.4,0.30000000000000004,3,5,4.240463422885106
0.4,0.30000000000000004,3,10,6.214389578712483
0.4,0.30000000000000004,3,20,9.94495287118123
0.4,0.30000000000000004,3,40,17.52512410581883
0.4,0.30000000000000004,3,80,32.68419785049824
0.4,0.30000000000000004,6,5,4.241654919320005
0.4,0.30000000000000004,6,10,5.8589654768479
0.4,0.30000000000000004,6,20,8.274192954687672
0.4,0.30000000000000004,6,40,11.969013886753094
0.4,0.30000000000000004,6,80,18.999044283747477
0.4,0.30000000000000004,12,5,4.241736028139506
0.4,0.30000000000000004,12,10,5.8555311919388044
0.4,0.30000000000000004,12,20,8.27477337295333
0.4,0.30000000000000004,12,40,11.60565975892009
0.4,0.30000000000000004,12,80,16.267064689277834
0.4,0.4,3,5,4.701008351822789
0.4,0.4,3,10,6.81820518482853
0.4,0.4,3,20,10.802434487367034
0.4,0.4,3,40,18.74803451304722
0.4,0.4,3,80,34.64136427561723
0.4,0.4,6,5,4.700928539968375
0.4,0.4,6,10,6.58209473010917
0.4,0.4,6,20,9.239057763419519
0.4,0.4,6,40,13.167401501446198
0.4,0.4,6,80,20.369124923254724
0.4,0.4,12,5,4.694634734081506
0.4,0.4,12,10,6.574956004084559
0.4,0.4,12,20,9.247024904919641
0.4,0.4,12,40,12.926731771492182
0.4,0.4,12,80,18.109593847667554
0.4,0.5,3,5,5.318608094768016
0.4,0.5,3,10,7.699724253302757
0.4,0.5,3,20,11.963533001110527
0.4,0.5,3,40,20.36535945882155
0.4,0.5,3,80,37.097790722398074
0.4,0.5,6,5,5.316589957159466
0.4,0.5,6,10,7.546822286863636
0.4,0.5,6,20,10.572138426274705
0.4,0.5,6,40,14.901887941778776
0.4,0.5,6,80,22.391027206662528
0.4,0.5,12,5,5.315128593040847
0.4,0.5,12,10,7.543267497295782
0.4,0.5,12,20,10.547390491891178
0.4,0.5,12,40,14.762998277312608
0.4,0.5,12,80,20.673891968978335
0.4,0.6,3,5,6.150066370876823
0.4,0.6,3,10,8.957368703970008
0.4,0.6,3,20,13.63037543921131
0.4,0.6,3,40,22.623249661224754
0.4,0.6,3,80,40.33251700680272
0.4,0.6,6,5,6.164156914095535
0.4,0.6,6,10,8.869742297897378
0.4,0.6,6,20,12.484439368789966
0.4,0.6,6,40,17.63861586600405
0.4,0.6,6,80,25.743178377580033
0.4,0.6,12,5,6.16489756515166
0.4,0.6,12,10,8.864789224314226
0.4,0.6,12,20,12.545290480597028
0.4,0.6,12,40,17.56217074967766
0.4,0.6,12,80,24.635025869496108
0.4,0.7,3,5,7.3904206143658
0.4,0.7,3,10,10.83536782313304
0.4,0.7,3,20,16.331099443582143
0.4,0.7,3,40,26.208675501158684
0.4,0.7,3,80,45.22074578710105
0.4,0.7,6,5,7.3971413122436385
0.4,0.7,6,10,10.732154274689899
0.4,0.7,6,20,15.547774854392948
0.4,0.7,6,40,22.184330657311836
0.4,0.7,6,80,32.124679550107984
0.4,0.7,12,5,7.381532654408195
0.4,0.7,12,10,10.755795525948498
0.4,0.7,12,20,15.583014270797076
0.4,0.7,12,40,22.087338451947
0.4,0.7,12,80,31.719030394401535
0.4,0.7999999999999999,3,5,9.538975227180645
0.4,0.7999999999999999,3,10,13.690566650190704
0.4,0.7999999999999999,3,20,20.893022729842812
0.4,0.7999999999999999,3,40,33.30137809805727
0.4,0.7999999999999999,3,80,54.20452711242405
0.4,0.7999999999999999,6,5,9.560899065773606
0.4,0.7999999999999999,6,10,13.701362724560871
0.4,0.7999999999999999,6,20,20.45986627110221
0.4,0.7999999999999999,6,40,30.96124301941268
0.4,0.7999999999999999,6,80,46.20471982725616
0.4,0.7999999999999999,12,5,9.566904449169455
0.4,0.7999999999999999,12,10,13.6915118023679
0.4,0.7999999999999999,12,20,20.447786144578313
0.4,0.7999999999999999,12,40,30.87432179145704
0.4,0.7999999999999999,12,80,46.20863809720343
0.4,0.8999999999999999,3,5,15.054466929911156
0.4,0.8999999999999999,3,10,19.987335045611548
0.4,0.8999999999999999,3,20,30.15111856680027
0.4,0.8999999999999999,3,40,50.24145498508483
0.4,0.8999999999999999,3,80,83.28943646939538
0.4,0.8999999999999999,6,5,15.14305548668617
0.4,0.8999999999999999,6,10,19.845252286958377
0.4,0.8999999999999999,6,20,30.098711340206187
0.4,0.8999999999999999,6,40,49.817762474866285
0.4,0.8999999999999999,6,80,85.6917912151365
0.4,0.8999999999999999,12,5,15.09909340080118
0.4,0.8999999999999999,12,10,19.88935614667152
